CodMarca,CodModelo,CodAno,PrecoFipe,ChaveFipe
23,8827,2021-1,"R$ 84.510,00",23 8827 2021-1
48,8790,2020-1,"R$ 54.434,00",48 8790 2020-1
59,8301,2020-1,"R$ 169.462,00",59 8301 2020-1
23,8124,2019-1,"R$ 100.422,00",23 8124 2019-1
44,6398,2014-1,"R$ 44.553,00",44 6398 2014-1
48,8794,2020-1,"R$ 52.376,00",48 8794 2020-1
23,8885,2021-1,"R$ 141.757,00",23 8885 2021-1
25,7899,2018-1,"R$ 85.938,00",25 7899 2018-1
59,8185,2020-1,"R$ 89.320,00",59 8185 2020-1
25,4971,2018-1,"R$ 83.149,00",25 4971 2018-1
22,6381,2016-1,"R$ 78.621,00",22 6381 2016-1
56,7563,2019-1,"R$ 69.560,00",56 7563 2019-1
22,8004,2019-1,"R$ 80.983,00",22 8004 2019-1
26,7835,2018-1,"R$ 114.842,00",26 7835 2018-1
23,8825,2020-1,"R$ 77.198,00",23 8825 2020-1
59,8840,2017-1,"R$ 38.409,00",59 8840 2017-1
21,5465,2016-1,"R$ 45.864,00",21 5465 2016-1
44,8417,2019-1,"R$ 71.640,00",44 8417 2019-1
29,7306,2018-1,"R$ 78.352,00",29 7306 2018-1
22,8149,2020-1,"R$ 54.865,00",22 8149 2020-1
26,6205,2017-1,"R$ 51.305,00",26 6205 2017-1
22,7718,2017-1,"R$ 180.644,00",22 7718 2017-1
26,6695,2016-1,"R$ 82.073,00",26 6695 2016-1
25,7692,2018-1,"R$ 109.913,00",25 7692 2018-1
23,6103,2020-1,"R$ 82.966,00",23 6103 2020-1
44,7201,2017-1,"R$ 62.196,00",44 7201 2017-1
26,6434,2018-1,"R$ 58.286,00",26 6434 2018-1
22,7372,2016-1,"R$ 60.502,00",22 7372 2016-1
21,8199,2022-1,"R$ 78.856,00",21 8199 2022-1
177,7794,2017-1,"R$ 59.794,00",177 7794 2017-1
26,6206,2017-1,"R$ 62.083,00",26 6206 2017-1
56,7214,2017-1,"R$ 88.201,00",56 7214 2017-1
29,7760,2020-3,"R$ 172.509,00",29 7760 2020-3
33,8093,2020-1,"R$ 587.748,00",33 8093 2020-1
25,1249,1995-1,"R$ 54.104,00",25 1249 1995-1
22,8316,2019-3,"R$ 162.737,00",22 8316 2019-3
13,8469,2020-1,"R$ 86.106,00",13 8469 2020-1
59,8067,2019-1,"R$ 70.228,00",59 8067 2019-1
26,5931,2016-1,"R$ 85.324,00",26 5931 2016-1
59,8323,2019-1,"R$ 50.136,00",59 8323 2019-1
23,8988,2020-1,"R$ 61.246,00",23 8988 2020-1
22,6610,2015-1,"R$ 56.341,00",22 6610 2015-1
29,7758,2020-1,"R$ 150.697,00",29 7758 2020-1
22,6917,2018-1,"R$ 54.352,00",22 6917 2018-1
23,8828,2021-1,"R$ 81.518,00",23 8828 2021-1
25,7151,2019-1,"R$ 120.459,00",25 7151 2019-1
56,7491,2018-3,"R$ 286.649,00",56 7491 2018-3
23,6106,2019-1,"R$ 79.649,00",23 6106 2019-1
44,7201,2020-1,"R$ 82.326,00",44 7201 2020-1
48,8790,2021-1,"R$ 57.542,00",48 8790 2021-1
22,6431,2017-1,"R$ 62.264,00",22 6431 2017-1
41,8503,2019-1,"R$ 145.412,00",41 8503 2019-1
59,8068,2019-1,"R$ 80.849,00",59 8068 2019-1
56,5194,2018-1,"R$ 105.550,00",56 5194 2018-1
48,7672,2020-1,"R$ 90.683,00",48 7672 2020-1
23,8691,2021-1,"R$ 99.702,00",23 8691 2021-1
7,7178,2016-1,"R$ 109.294,00",7 7178 2016-1
26,5640,2012-1,"R$ 58.503,00",26 5640 2012-1
48,9063,2021-1,"R$ 95.634,00",48 9063 2021-1
21,7824,2018-1,"R$ 45.910,00",21 7824 2018-1
21,8690,2020-1,"R$ 73.378,00",21 8690 2020-1
47,1983,2011-1,"R$ 176.360,00",47 1983 2011-1
59,8302,2020-1,"R$ 235.915,00",59 8302 2020-1
23,5416,2018-1,"R$ 54.626,00",23 5416 2018-1
55,6073,2012-1,"R$ 51.094,00",55 6073 2012-1
13,7586,2018-1,"R$ 44.696,00",13 7586 2018-1
21,8200,2019-1,"R$ 66.107,00",21 8200 2019-1
21,9194,2021-1,"R$ 86.432,00",21 9194 2021-1
25,4799,2018-1,"R$ 85.698,00",25 4799 2018-1
26,7859,2020-1,"R$ 113.853,00",26 7859 2020-1
25,7900,2019-1,"R$ 96.343,00",25 7900 2019-1
22,857,2001-1,"R$ 32.049,00",22 857 2001-1
25,8693,2021-1,"R$ 162.598,00",25 8693 2021-1
48,7851,2020-1,"R$ 66.699,00",48 7851 2020-1
43,1825,2007-1,"R$ 23.105,00",43 1825 2007-1
44,6398,2019-1,"R$ 71.630,00",44 6398 2019-1
23,5416,2019-1,"R$ 58.709,00",23 5416 2019-1
56,7563,2017-1,"R$ 60.799,00",56 7563 2017-1
59,2507,2001-1,"R$ 19.380,00",59 2507 2001-1
48,8701,2021-1,"R$ 57.271,00",48 8701 2021-1
26,8475,2019-1,"R$ 59.705,00",26 8475 2019-1
39,6182,2019-3,"R$ 205.900,00",39 6182 2019-3
23,8450,2020-1,"R$ 91.745,00",23 8450 2020-1
21,7751,2021-1,"R$ 80.853,00",21 7751 2021-1
48,9587,2018-1,"R$ 80.790,00",48 9587 2018-1
58,8043,2019-1,"R$ 238.974,00",58 8043 2019-1
56,7214,2016-1,"R$ 81.521,00",56 7214 2016-1
21,8778,2020-1,"R$ 84.818,00",21 8778 2020-1
26,6205,2018-1,"R$ 54.983,00",26 6205 2018-1
48,8794,2021-1,"R$ 55.586,00",48 8794 2021-1
44,7203,2020-1,"R$ 93.202,00",44 7203 2020-1
43,8552,2019-3,"R$ 182.054,00",43 8552 2019-3
43,7982,2019-1,"R$ 83.665,00",43 7982 2019-1
6,7255,2018-1,"R$ 139.720,00",6 7255 2018-1
23,991,2005-1,"R$ 17.751,00",23 991 2005-1
48,8701,2020-1,"R$ 50.700,00",48 8701 2020-1
26,8051,2019-1,"R$ 97.298,00",26 8051 2019-1
21,7136,2019-1,"R$ 61.322,00",21 7136 2019-1
7,6230,2019-1,"R$ 196.038,00",7 6230 2019-1
56,7214,2018-1,"R$ 92.734,00",56 7214 2018-1
25,4971,2020-1,"R$ 95.872,00",25 4971 2020-1
29,7702,2017-1,"R$ 80.288,00",29 7702 2017-1
59,8067,2021-1,"R$ 74.521,00",59 8067 2021-1
39,7195,2018-1,"R$ 207.620,00",39 7195 2018-1
59,8532,2019-3,"R$ 244.116,00",59 8532 2019-3
23,8889,2020-1,"R$ 73.175,00",23 8889 2020-1
39,8501,2019-1,"R$ 182.006,00",39 8501 2019-1
156,7909,2018-1,"R$ 149.417,00",156 7909 2018-1
56,5041,2018-1,"R$ 91.322,00",56 5041 2018-1
21,8315,2019-1,"R$ 55.999,00",21 8315 2019-1
25,7696,2017-1,"R$ 125.007,00",25 7696 2017-1
26,5212,2011-1,"R$ 52.090,00",26 5212 2011-1
43,4737,2009-1,"R$ 46.368,00",43 4737 2009-1
44,6398,2015-1,"R$ 48.393,00",44 6398 2015-1
43,8020,2018-1,"R$ 84.454,00",43 8020 2018-1
29,9463,2022-3,"R$ 228.417,00",29 9463 2022-3
23,7827,2018-1,"R$ 92.631,00",23 7827 2018-1
23,995,2012-1,"R$ 21.833,00",23 995 2012-1
22,6157,2015-1,"R$ 59.642,00",22 6157 2015-1
156,4894,2013-1,"R$ 82.225,00",156 4894 2013-1
17,5695,2012-1,"R$ 56.565,00",17 5695 2012-1
33,5705,2015-1,"R$ 137.045,00",33 5705 2015-1
22,5451,2016-1,"R$ 64.652,00",22 5451 2016-1
21,5243,2015-1,"R$ 39.207,00",21 5243 2015-1
59,2368,2009-1,"R$ 32.387,00",59 2368 2009-1
23,4924,2011-1,"R$ 21.904,00",23 4924 2011-1
13,5610,2013-1,"R$ 39.072,00",13 5610 2013-1
23,6106,2014-1,"R$ 50.533,00",23 6106 2014-1
59,7321,2019-1,"R$ 60.486,00",59 7321 2019-1
44,6399,2014-1,"R$ 44.357,00",44 6399 2014-1
21,4733,2013-1,"R$ 49.325,00",21 4733 2013-1
26,6437,2019-1,"R$ 78.289,00",26 6437 2019-1
21,7149,2013-1,"R$ 29.461,00",21 7149 2013-1
59,6277,2014-3,"R$ 117.718,00",59 6277 2014-3
22,6915,2017-1,"R$ 44.206,00",22 6915 2017-1
59,7522,2018-1,"R$ 47.454,00",59 7522 2018-1
23,5725,2016-1,"R$ 53.098,00",23 5725 2016-1
23,1108,2000-1,"R$ 22.438,00",23 1108 2000-1
59,4753,2013-1,"R$ 37.681,00",59 4753 2013-1
59,8464,2019-1,"R$ 63.641,00",59 8464 2019-1
21,6957,2021-1,"R$ 51.962,00",21 6957 2021-1
26,1306,1993-1,"R$ 4.330,00",26 1306 1993-1
44,6398,2017-1,"R$ 60.788,00",44 6398 2017-1
41,4803,2019-3,"R$ 288.611,00",41 4803 2019-3
48,2001,2004-1,"R$ 9.820,00",48 2001 2004-1
43,7670,2018-1,"R$ 91.139,00",43 7670 2018-1
7,6415,2013-1,"R$ 147.242,00",7 6415 2013-1
25,6781,2015-1,"R$ 63.444,00",25 6781 2015-1
21,480,2010-1,"R$ 25.852,00",21 480 2010-1
59,4931,2016-1,"R$ 98.029,00",59 4931 2016-1
33,7393,2016-3,"R$ 179.859,00",33 7393 2016-3
22,785,2013-1,"R$ 31.831,00",22 785 2013-1
57,6194,2014-3,"R$ 111.792,00",57 6194 2014-3
59,5220,2015-1,"R$ 39.434,00",59 5220 2015-1
22,7904,2018-1,"R$ 54.250,00",22 7904 2018-1
56,7046,2020-1,"R$ 201.130,00",56 7046 2020-1
22,6170,2016-3,"R$ 152.013,00",22 6170 2016-3
13,7787,2018-1,"R$ 70.059,00",13 7787 2018-1
23,6232,2015-1,"R$ 44.629,00",23 6232 2015-1
48,7434,2018-1,"R$ 74.990,00",48 7434 2018-1
23,7098,2018-1,"R$ 71.352,00",23 7098 2018-1
28,6465,2013-1,"R$ 117.158,00",28 6465 2013-1
7,6230,2015-1,"R$ 100.887,00",7 6230 2015-1
59,6798,2015-1,"R$ 77.542,00",59 6798 2015-1
22,4922,2012-1,"R$ 44.847,00",22 4922 2012-1
23,6350,2014-1,"R$ 46.183,00",23 6350 2014-1
59,7077,2015-1,"R$ 56.125,00",59 7077 2015-1
59,6801,2015-1,"R$ 66.146,00",59 6801 2015-1
7,7086,2015-1,"R$ 112.382,00",7 7086 2015-1
23,6232,2016-1,"R$ 46.117,00",23 6232 2016-1
59,4008,2015-1,"R$ 51.559,00",59 4008 2015-1
156,6592,2013-1,"R$ 87.528,00",156 6592 2013-1
26,6327,2016-1,"R$ 61.517,00",26 6327 2016-1
43,7596,2020-1,"R$ 101.169,00",43 7596 2020-1
22,5668,2018-1,"R$ 55.166,00",22 5668 2018-1
44,5258,2014-1,"R$ 33.538,00",44 5258 2014-1
13,4824,2013-1,"R$ 41.882,00",13 4824 2013-1
26,1328,2015-3,"R$ 88.052,00",26 1328 2015-3
21,7136,2020-1,"R$ 66.237,00",21 7136 2020-1
23,7035,2017-1,"R$ 135.004,00",23 7035 2017-1
59,2414,2008-1,"R$ 19.715,00",59 2414 2008-1
43,7624,2017-1,"R$ 53.272,00",43 7624 2017-1
59,8326,2019-1,"R$ 56.863,00",59 8326 2019-1
21,4160,2009-1,"R$ 28.113,00",21 4160 2009-1
56,8111,2018-1,"R$ 204.614,00",56 8111 2018-1
23,5467,2011-1,"R$ 45.378,00",23 5467 2011-1
26,6433,2015-1,"R$ 67.432,00",26 6433 2015-1
48,4388,2015-1,"R$ 36.896,00",48 4388 2015-1
21,5883,2013-1,"R$ 36.533,00",21 5883 2013-1
33,5705,2014-1,"R$ 122.355,00",33 5705 2014-1
44,6397,2016-1,"R$ 48.223,00",44 6397 2016-1
23,6174,2015-1,"R$ 46.909,00",23 6174 2015-1
25,7151,2017-1,"R$ 98.975,00",25 7151 2017-1
23,6533,2014-1,"R$ 51.003,00",23 6533 2014-1
23,6351,2015-1,"R$ 51.517,00",23 6351 2015-1
21,4828,2011-1,"R$ 25.017,00",21 4828 2011-1
25,1256,1996-1,"R$ 27.616,00",25 1256 1996-1
33,4385,2011-3,"R$ 194.864,00",33 4385 2011-3
48,4482,2008-1,"R$ 20.439,00",48 4482 2008-1
59,7960,2019-1,"R$ 71.753,00",59 7960 2019-1
59,7494,2016-1,"R$ 74.718,00",59 7494 2016-1
17,4732,2010-1,"R$ 42.453,00",17 4732 2010-1
22,6264,2018-1,"R$ 81.263,00",22 6264 2018-1
59,5940,2019-3,"R$ 201.942,00",59 5940 2019-3
13,6093,2014-1,"R$ 37.872,00",13 6093 2014-1
59,3961,2006-1,"R$ 24.477,00",59 3961 2006-1
43,5710,2014-1,"R$ 38.577,00",43 5710 2014-1
21,4673,2014-1,"R$ 45.320,00",21 4673 2014-1
22,6917,2015-1,"R$ 43.300,00",22 6917 2015-1
21,7751,2018-1,"R$ 67.837,00",21 7751 2018-1
23,6204,2014-1,"R$ 31.682,00",23 6204 2014-1
21,8199,2019-1,"R$ 65.393,00",21 8199 2019-1
23,6232,2017-1,"R$ 51.708,00",23 6232 2017-1
33,5899,2013-3,"R$ 137.815,00",33 5899 2013-3
21,5618,2014-1,"R$ 64.108,00",21 5618 2014-1
59,5082,2010-1,"R$ 25.386,00",59 5082 2010-1
25,6325,2016-1,"R$ 84.938,00",25 6325 2016-1
25,6781,2017-1,"R$ 74.347,00",25 6781 2017-1
43,5254,2011-1,"R$ 32.311,00",43 5254 2011-1
29,7759,2017-1,"R$ 111.663,00",29 7759 2017-1
21,4749,2015-1,"R$ 43.522,00",21 4749 2015-1
41,7742,2018-3,"R$ 182.488,00",41 7742 2018-3
23,6351,2017-1,"R$ 62.032,00",23 6351 2017-1
55,2170,2014-1,"R$ 63.640,00",55 2170 2014-1
22,4135,2012-1,"R$ 25.469,00",22 4135 2012-1
25,4975,2015-1,"R$ 64.576,00",25 4975 2015-1
26,6435,2016-1,"R$ 61.889,00",26 6435 2016-1
22,8007,2021-1,"R$ 84.017,00",22 8007 2021-1
22,4135,2013-1,"R$ 27.165,00",22 4135 2013-1
59,5476,2018-3,"R$ 129.851,00",59 5476 2018-3
31,5419,2015-1,"R$ 84.703,00",31 5419 2015-1
22,6426,2014-1,"R$ 30.336,00",22 6426 2014-1
22,682,2009-1,"R$ 33.010,00",22 682 2009-1
22,7590,2019-3,"R$ 175.261,00",22 7590 2019-3
48,3993,2009-1,"R$ 18.523,00",48 3993 2009-1
48,7991,2018-1,"R$ 80.444,00",48 7991 2018-1
21,7479,2019-3,"R$ 143.967,00",21 7479 2019-3
22,6203,2013-3,"R$ 72.694,00",22 6203 2013-3
43,6241,2013-3,"R$ 115.326,00",43 6241 2013-3
56,7560,2017-1,"R$ 52.835,00",56 7560 2017-1
43,9234,2021-1,"R$ 85.752,00",43 9234 2021-1
48,5737,2013-1,"R$ 40.480,00",48 5737 2013-1
23,6350,2015-1,"R$ 48.229,00",23 6350 2015-1
21,5721,2013-1,"R$ 32.830,00",21 5721 2013-1
22,818,2004-1,"R$ 13.316,00",22 818 2004-1
23,6584,2014-1,"R$ 43.305,00",23 6584 2014-1
208,9705,2019-3,"R$ 162.221,00",208 9705 2019-3
22,785,2012-1,"R$ 29.320,00",22 785 2012-1
59,2414,2006-1,"R$ 16.932,00",59 2414 2006-1
48,8025,2019-1,"R$ 53.032,00",48 8025 2019-1
23,4924,2012-1,"R$ 24.333,00",23 4924 2012-1
23,1197,1996-1,"R$ 27.106,00",23 1197 1996-1
21,7182,2015-1,"R$ 44.039,00",21 7182 2015-1
41,4478,2014-3,"R$ 133.820,00",41 4478 2014-3
22,6169,2015-1,"R$ 94.769,00",22 6169 2015-1
59,5314,2013-1,"R$ 37.141,00",59 5314 2013-1
21,5361,2014-1,"R$ 38.004,00",21 5361 2014-1
43,7629,2019-1,"R$ 68.422,00",43 7629 2019-1
13,9192,2021-3,"R$ 144.219,00",13 9192 2021-3
44,5506,2012-1,"R$ 37.831,00",44 5506 2012-1
23,4434,2008-1,"R$ 29.418,00",23 4434 2008-1
23,8450,2019-1,"R$ 85.682,00",23 8450 2019-1
22,666,2011-1,"R$ 29.068,00",22 666 2011-1
59,2554,2010-1,"R$ 36.658,00",59 2554 2010-1
59,6277,2018-3,"R$ 159.242,00",59 6277 2018-3
22,5413,2013-1,"R$ 73.709,00",22 5413 2013-1
48,5671,2013-1,"R$ 45.814,00",48 5671 2013-1
21,6321,2013-1,"R$ 33.339,00",21 6321 2013-1
48,3994,2009-1,"R$ 20.414,00",48 3994 2009-1
59,2414,2009-1,"R$ 21.208,00",59 2414 2009-1
48,4780,2010-1,"R$ 29.546,00",48 4780 2010-1
25,5149,2012-1,"R$ 60.974,00",25 5149 2012-1
59,2553,2011-1,"R$ 37.652,00",59 2553 2011-1
22,4256,2007-1,"R$ 27.891,00",22 4256 2007-1
56,6251,2013-1,"R$ 37.162,00",56 6251 2013-1
21,6663,2014-1,"R$ 51.236,00",21 6663 2014-1
25,5373,2011-1,"R$ 40.788,00",25 5373 2011-1
22,6430,2014-1,"R$ 33.608,00",22 6430 2014-1
23,4734,2009-1,"R$ 37.267,00",23 4734 2009-1
54,6650,2014-1,"R$ 89.820,00",54 6650 2014-1
6,5128,2014-1,"R$ 212.398,00",6 5128 2014-1
21,4828,2014-1,"R$ 30.509,00",21 4828 2014-1
23,939,2005-1,"R$ 20.302,00",23 939 2005-1
23,6105,2014-1,"R$ 52.589,00",23 6105 2014-1
22,6160,2013-1,"R$ 51.760,00",22 6160 2013-1
22,4135,2008-1,"R$ 19.111,00",22 4135 2008-1
44,4726,2011-1,"R$ 24.659,00",44 4726 2011-1
22,4514,2013-1,"R$ 25.242,00",22 4514 2013-1
25,1260,2004-1,"R$ 23.942,00",25 1260 2004-1
23,5030,2010-1,"R$ 33.262,00",23 5030 2010-1
21,4826,2012-1,"R$ 27.770,00",21 4826 2012-1
56,5081,2012-1,"R$ 95.903,00",56 5081 2012-1
21,4421,2009-1,"R$ 27.112,00",21 4421 2009-1
23,6104,2014-1,"R$ 45.170,00",23 6104 2014-1
56,5194,2011-1,"R$ 54.769,00",56 5194 2011-1
25,1276,2006-1,"R$ 23.895,00",25 1276 2006-1
21,5465,2012-1,"R$ 34.418,00",21 5465 2012-1
31,4978,2011-1,"R$ 39.662,00",31 4978 2011-1
48,4388,2010-1,"R$ 21.445,00",48 4388 2010-1
59,3804,2008-1,"R$ 26.058,00",59 3804 2008-1
56,2233,2011-1,"R$ 52.348,00",56 2233 2011-1
25,4011,2014-1,"R$ 62.069,00",25 4011 2014-1
23,996,2006-1,"R$ 15.510,00",23 996 2006-1
21,603,2011-1,"R$ 32.882,00",21 603 2011-1
23,5894,2013-1,"R$ 88.471,00",23 5894 2013-1
23,5069,2011-1,"R$ 28.312,00",23 5069 2011-1
25,1256,1995-1,"R$ 26.857,00",25 1256 1995-1
21,473,2011-1,"R$ 32.037,00",21 473 2011-1
39,1596,1993-1,"R$ 27.607,00",39 1596 1993-1
22,7826,2018-1,"R$ 96.454,00",22 7826 2018-1
21,5244,2016-1,"R$ 43.193,00",21 5244 2016-1
26,1328,2012-3,"R$ 72.896,00",26 1328 2012-3
23,996,2007-1,"R$ 16.852,00",23 996 2007-1
23,1143,2011-3,"R$ 76.492,00",23 1143 2011-3
31,1417,1995-1,"R$ 4.620,00",31 1417 1995-1
59,4755,2013-1,"R$ 37.785,00",59 4755 2013-1
56,3830,2012-3,"R$ 154.005,00",56 3830 2012-3
59,4007,2009-1,"R$ 29.211,00",59 4007 2009-1
22,875,2011-1,"R$ 59.487,00",22 875 2011-1
21,7181,2016-1,"R$ 41.254,00",21 7181 2016-1
23,1232,2011-1,"R$ 38.692,00",23 1232 2011-1
13,348,2009-1,"R$ 23.395,00",13 348 2009-1
23,4274,2007-1,"R$ 25.487,00",23 4274 2007-1
21,6581,2014-1,"R$ 37.563,00",21 6581 2014-1
21,5465,2015-1,"R$ 44.177,00",21 5465 2015-1
23,5369,2012-1,"R$ 62.811,00",23 5369 2012-1
48,2028,2003-1,"R$ 10.802,00",48 2028 2003-1
25,4010,2013-1,"R$ 63.647,00",25 4010 2013-1
23,5070,2011-1,"R$ 30.737,00",23 5070 2011-1
22,4135,2010-1,"R$ 22.074,00",22 4135 2010-1
21,7545,2016-1,"R$ 54.009,00",21 7545 2016-1
23,4924,2014-1,"R$ 28.513,00",23 4924 2014-1
56,2249,2004-3,"R$ 62.003,00",56 2249 2004-3
22,900,2001-1,"R$ 36.222,00",22 900 2001-1
31,4978,2010-1,"R$ 38.573,00",31 4978 2010-1
59,8186,2020-1,"R$ 94.337,00",59 8186 2020-1
59,4752,2010-1,"R$ 26.117,00",59 4752 2010-1
55,2170,2015-1,"R$ 69.735,00",55 2170 2015-1
22,6166,2014-1,"R$ 81.253,00",22 6166 2014-1
22,876,2012-1,"R$ 59.757,00",22 876 2012-1
22,679,2008-1,"R$ 34.661,00",22 679 2008-1
168,6467,2014-1,"R$ 36.899,00",168 6467 2014-1
23,6103,2019-1,"R$ 77.516,00",23 6103 2019-1
23,4274,2010-1,"R$ 32.709,00",23 4274 2010-1
22,796,2018-1,"R$ 71.355,00",22 796 2018-1
23,4841,2011-1,"R$ 42.334,00",23 4841 2011-1
43,7632,2017-1,"R$ 61.581,00",43 7632 2017-1
44,5258,2012-1,"R$ 28.883,00",44 5258 2012-1
22,4922,2010-1,"R$ 39.542,00",22 4922 2010-1
26,4925,2011-1,"R$ 41.594,00",26 4925 2011-1
59,5586,2014-3,"R$ 96.978,00",59 5586 2014-3
44,6304,2015-1,"R$ 50.352,00",44 6304 2015-1
59,4931,2011-1,"R$ 59.776,00",59 4931 2011-1
56,6470,2018-1,"R$ 142.970,00",56 6470 2018-1
21,577,2008-1,"R$ 23.331,00",21 577 2008-1
48,3997,2006-1,"R$ 17.253,00",48 3997 2006-1
22,895,2011-3,"R$ 77.984,00",22 895 2011-3
22,6171,2018-3,"R$ 174.631,00",22 6171 2018-3
23,1165,2010-1,"R$ 51.766,00",23 1165 2010-1
59,5195,2012-1,"R$ 48.906,00",59 5195 2012-1
56,4169,2007-1,"R$ 31.629,00",56 4169 2007-1
59,2438,2001-1,"R$ 20.452,00",59 2438 2001-1
25,1273,2013-1,"R$ 52.159,00",25 1273 2013-1
59,4649,2008-1,"R$ 37.148,00",59 4649 2008-1
25,1276,2009-1,"R$ 36.764,00",25 1276 2009-1
25,1275,2014-1,"R$ 52.855,00",25 1275 2014-1
22,772,2013-1,"R$ 31.397,00",22 772 2013-1
7,6230,2014-1,"R$ 94.104,00",7 6230 2014-1
39,6929,2020-1,"R$ 231.129,00",39 6929 2020-1
25,7692,2017-1,"R$ 105.145,00",25 7692 2017-1
48,6193,2015-1,"R$ 46.343,00",48 6193 2015-1
59,4689,2010-1,"R$ 26.658,00",59 4689 2010-1
44,4727,2010-1,"R$ 24.651,00",44 4727 2010-1
23,4273,2011-1,"R$ 34.186,00",23 4273 2011-1
22,4056,2011-3,"R$ 130.772,00",22 4056 2011-3
22,6171,2017-3,"R$ 164.223,00",22 6171 2017-3
56,2254,2003-1,"R$ 33.118,00",56 2254 2003-1
23,5637,2012-1,"R$ 56.116,00",23 5637 2012-1
23,4274,2009-1,"R$ 29.323,00",23 4274 2009-1
59,6472,2014-1,"R$ 40.989,00",59 6472 2014-1
26,7546,2017-1,"R$ 51.314,00",26 7546 2017-1
29,5898,2012-1,"R$ 194.575,00",29 5898 2012-1
41,4813,2011-1,"R$ 49.944,00",41 4813 2011-1
25,5373,2015-1,"R$ 56.001,00",25 5373 2015-1
33,5144,2011-3,"R$ 106.815,00",33 5144 2011-3
48,7105,2018-1,"R$ 70.438,00",48 7105 2018-1
21,7540,2023-1,"R$ 62.183,00",21 7540 2023-1
22,6432,2017-1,"R$ 59.715,00",22 6432 2017-1
13,290,2009-1,"R$ 20.833,00",13 290 2009-1
48,7360,2022-1,"R$ 90.710,00",48 7360 2022-1
59,8488,2019-1,"R$ 130.245,00",59 8488 2019-1
25,7150,2020-1,"R$ 120.852,00",25 7150 2020-1
59,4007,2013-1,"R$ 42.121,00",59 4007 2013-1
22,6157,2012-1,"R$ 41.612,00",22 6157 2012-1
21,9590,2020-1,"R$ 77.479,00",21 9590 2020-1
21,4861,2012-1,"R$ 28.277,00",21 4861 2012-1
22,8442,2020-1,"R$ 64.711,00",22 8442 2020-1
43,8551,2021-3,"R$ 210.515,00",43 8551 2021-3
26,8849,2020-1,"R$ 85.841,00",26 8849 2020-1
23,5893,2022-3,"R$ 244.569,00",23 5893 2022-3
58,9027,2021-1,"R$ 354.172,00",58 9027 2021-1
41,8590,2021-1,"R$ 176.800,00",41 8590 2021-1
56,5041,2019-1,"R$ 98.405,00",56 5041 2019-1
44,4194,2008-1,"R$ 16.879,00",44 4194 2008-1
21,7965,2021-1,"R$ 67.474,00",21 7965 2021-1
56,5081,2020-1,"R$ 186.854,00",56 5081 2020-1
59,8070,2018-1,"R$ 62.273,00",59 8070 2018-1
29,7758,2019-1,"R$ 140.103,00",29 7758 2019-1
21,5882,2012-1,"R$ 42.688,00",21 5882 2012-1
23,1015,2001-1,"R$ 15.708,00",23 1015 2001-1
59,8997,2022-1,"R$ 141.739,00",59 8997 2022-1
161,8587,2022-1,"R$ 139.368,00",161 8587 2022-1
23,5415,2014-1,"R$ 235.785,00",23 5415 2014-1
56,8838,2022-1,"R$ 173.210,00",56 8838 2022-1
58,2342,2000-1,"R$ 17.708,00",58 2342 2000-1
41,8503,2022-1,"R$ 190.980,00",41 8503 2022-1
43,7887,2021-3,"R$ 244.408,00",43 7887 2021-3
59,8370,2018-1,"R$ 204.982,00",59 8370 2018-1
44,1904,2007-1,"R$ 19.785,00",44 1904 2007-1
23,6269,2019-1,"R$ 182.293,00",23 6269 2019-1
25,1264,2002-1,"R$ 18.756,00",25 1264 2002-1
13,5552,2012-1,"R$ 32.965,00",13 5552 2012-1
23,7953,2020-1,"R$ 151.109,00",23 7953 2020-1
26,9617,2022-1,"R$ 91.950,00",26 9617 2022-1
23,8890,2021-1,"R$ 83.809,00",23 8890 2021-1
59,7960,2020-1,"R$ 76.013,00",59 7960 2020-1
21,9493,2022-1,"R$ 129.208,00",21 9493 2022-1
23,5466,2013-1,"R$ 53.330,00",23 5466 2013-1
6,5128,2012-1,"R$ 200.984,00",6 5128 2012-1
39,5134,2011-1,"R$ 81.806,00",39 5134 2011-1
33,9827,2020-3,"R$ 322.319,00",33 9827 2020-3
23,4189,2008-1,"R$ 22.809,00",23 4189 2008-1
22,8005,2019-1,"R$ 80.267,00",22 8005 2019-1
26,6206,2019-1,"R$ 69.914,00",26 6206 2019-1
22,6158,2014-1,"R$ 56.090,00",22 6158 2014-1
47,8868,2020-1,"R$ 685.012,00",47 8868 2020-1
22,6264,2016-1,"R$ 64.025,00",22 6264 2016-1
41,5736,2015-1,"R$ 61.060,00",41 5736 2015-1
23,997,2006-1,"R$ 14.841,00",23 997 2006-1
22,5413,2012-1,"R$ 67.900,00",22 5413 2012-1
147,7345,2022-1,"R$ 76.687,00",147 7345 2022-1
23,8885,2022-1,"R$ 154.230,00",23 8885 2022-1
22,772,2011-1,"R$ 28.090,00",22 772 2011-1
21,6885,2014-1,"R$ 70.291,00",21 6885 2014-1
59,4008,2017-1,"R$ 56.420,00",59 4008 2017-1
23,9046,2023-1,"R$ 117.830,00",23 9046 2023-1
43,8551,2022-3,"R$ 232.778,00",43 8551 2022-3
48,7809,2020-1,"R$ 49.857,00",48 7809 2020-1
28,8901,2022-1,"R$ 764.824,00",28 8901 2022-1
56,7560,2019-1,"R$ 62.338,00",56 7560 2019-1
28,7071,2015-1,"R$ 137.703,00",28 7071 2015-1
26,9618,2022-1,"R$ 87.196,00",26 9618 2022-1
