Ano,CodAno,Modelo,CodModelo,Marca,CodMarca
2012 Gasolina,2012-1,WRANGLER SPORT 3.6 V6 284CV 2P,5897,JEEP,29
2017 Gasolina,2017-1,WRANGLER UNLIMITED SPORT 3.6 V6 284CV 4P,5898,JEEP,29
2016 Gasolina,2016-1,WRANGLER UNLIMITED SPORT 3.6 V6 284CV 4P,5898,JEEP,29
2015 Gasolina,2015-1,WRANGLER UNLIMITED SPORT 3.6 V6 284CV 4P,5898,JEEP,29
2014 Gasolina,2014-1,WRANGLER UNLIMITED SPORT 3.6 V6 284CV 4P,5898,JEEP,29
2013 Gasolina,2013-1,WRANGLER UNLIMITED SPORT 3.6 V6 284CV 4P,5898,JEEP,29
2012 Gasolina,2012-1,WRANGLER UNLIMITED SPORT 3.6 V6 284CV 4P,5898,JEEP,29
32000 Diesel,32000-3,BONGO K-2500 2.5 4X2 TB DIESEL,4476,KIA MOTORS,31
2022 Diesel,2022-3,BONGO K-2500 2.5 4X2 TB DIESEL,4476,KIA MOTORS,31
2021 Diesel,2021-3,BONGO K-2500 2.5 4X2 TB DIESEL,4476,KIA MOTORS,31
2020 Diesel,2020-3,BONGO K-2500 2.5 4X2 TB DIESEL,4476,KIA MOTORS,31
2019 Diesel,2019-3,BONGO K-2500 2.5 4X2 TB DIESEL,4476,KIA MOTORS,31
2018 Diesel,2018-3,BONGO K-2500 2.5 4X2 TB DIESEL,4476,KIA MOTORS,31
2016 Diesel,2016-3,BONGO K-2500 2.5 4X2 TB DIESEL,4476,KIA MOTORS,31
2015 Diesel,2015-3,BONGO K-2500 2.5 4X2 TB DIESEL,4476,KIA MOTORS,31
2014 Diesel,2014-3,BONGO K-2500 2.5 4X2 TB DIESEL,4476,KIA MOTORS,31
2013 Diesel,2013-3,BONGO K-2500 2.5 4X2 TB DIESEL,4476,KIA MOTORS,31
2012 Diesel,2012-3,BONGO K-2500 2.5 4X2 TB DIESEL,4476,KIA MOTORS,31
2011 Diesel,2011-3,BONGO K-2500 2.5 4X2 TB DIESEL,4476,KIA MOTORS,31
2010 Diesel,2010-3,BONGO K-2500 2.5 4X2 TB DIESEL,4476,KIA MOTORS,31
2009 Diesel,2009-3,BONGO K-2500 2.5 4X2 TB DIESEL,4476,KIA MOTORS,31
2008 Diesel,2008-3,BONGO K-2500 2.5 4X2 TB DIESEL,4476,KIA MOTORS,31
2017 Gasolina,2017-1,CADENZA EX 3.5 V6 24V AUT.,5417,KIA MOTORS,31
2016 Gasolina,2016-1,CADENZA EX 3.5 V6 24V AUT.,5417,KIA MOTORS,31
2015 Gasolina,2015-1,CADENZA EX 3.5 V6 24V AUT.,5417,KIA MOTORS,31
2014 Gasolina,2014-1,CADENZA EX 3.5 V6 24V AUT.,5417,KIA MOTORS,31
2013 Gasolina,2013-1,CADENZA EX 3.5 V6 24V AUT.,5417,KIA MOTORS,31
2012 Gasolina,2012-1,CADENZA EX 3.5 V6 24V AUT.,5417,KIA MOTORS,31
2011 Gasolina,2011-1,CADENZA EX 3.5 V6 24V AUT.,5417,KIA MOTORS,31
2006 Gasolina,2006-1,CARNIVAL 2.5 V6,1405,KIA MOTORS,31
2005 Gasolina,2005-1,CARNIVAL 2.5 V6,1405,KIA MOTORS,31
2004 Gasolina,2004-1,CARNIVAL 2.5 V6,1405,KIA MOTORS,31
2001 Gasolina,2001-1,CARNIVAL 2.5 V6,1405,KIA MOTORS,31
2000 Gasolina,2000-1,CARNIVAL 2.5 V6,1405,KIA MOTORS,31
1999 Gasolina,1999-1,CARNIVAL 2.5 V6,1405,KIA MOTORS,31
2013 Gasolina,2013-1,MOHAVE EX 3.8 V6 24V 275CV 4X4 AUT.,4863,KIA MOTORS,31
2012 Gasolina,2012-1,MOHAVE EX 3.8 V6 24V 275CV 4X4 AUT.,4863,KIA MOTORS,31
2011 Gasolina,2011-1,MOHAVE EX 3.8 V6 24V 275CV 4X4 AUT.,4863,KIA MOTORS,31
2010 Gasolina,2010-1,MOHAVE EX 3.8 V6 24V 275CV 4X4 AUT.,4863,KIA MOTORS,31
2009 Gasolina,2009-1,MOHAVE EX 3.8 V6 24V 275CV 4X4 AUT.,4863,KIA MOTORS,31
2016 Gasolina,2016-1,OPTIMA 2.0 16V 165CV AUT.,6891,KIA MOTORS,31
2015 Gasolina,2015-1,OPTIMA 2.0 16V 165CV AUT.,6891,KIA MOTORS,31
2014 Gasolina,2014-1,OPTIMA 2.0 16V 165CV AUT.,6891,KIA MOTORS,31
2017 Gasolina,2017-1,PICANTO EX 1.1/1.0/ 1.0 FLEX AUT.,4141,KIA MOTORS,31
2016 Gasolina,2016-1,PICANTO EX 1.1/1.0/ 1.0 FLEX AUT.,4141,KIA MOTORS,31
2015 Gasolina,2015-1,PICANTO EX 1.1/1.0/ 1.0 FLEX AUT.,4141,KIA MOTORS,31
2014 Gasolina,2014-1,PICANTO EX 1.1/1.0/ 1.0 FLEX AUT.,4141,KIA MOTORS,31
2013 Gasolina,2013-1,PICANTO EX 1.1/1.0/ 1.0 FLEX AUT.,4141,KIA MOTORS,31
2012 Gasolina,2012-1,PICANTO EX 1.1/1.0/ 1.0 FLEX AUT.,4141,KIA MOTORS,31
2011 Gasolina,2011-1,PICANTO EX 1.1/1.0/ 1.0 FLEX AUT.,4141,KIA MOTORS,31
2010 Gasolina,2010-1,PICANTO EX 1.1/1.0/ 1.0 FLEX AUT.,4141,KIA MOTORS,31
2009 Gasolina,2009-1,PICANTO EX 1.1/1.0/ 1.0 FLEX AUT.,4141,KIA MOTORS,31
2008 Gasolina,2008-1,PICANTO EX 1.1/1.0/ 1.0 FLEX AUT.,4141,KIA MOTORS,31
2007 Gasolina,2007-1,PICANTO EX 1.1/1.0/ 1.0 FLEX AUT.,4141,KIA MOTORS,31
2006 Gasolina,2006-1,PICANTO EX 1.1/1.0/ 1.0 FLEX AUT.,4141,KIA MOTORS,31
2017 Gasolina,2017-1,PICANTO EX 1.1/1.0/ 1.0 FLEX MEC.,4142,KIA MOTORS,31
2016 Gasolina,2016-1,PICANTO EX 1.1/1.0/ 1.0 FLEX MEC.,4142,KIA MOTORS,31
2014 Gasolina,2014-1,PICANTO EX 1.1/1.0/ 1.0 FLEX MEC.,4142,KIA MOTORS,31
2013 Gasolina,2013-1,PICANTO EX 1.1/1.0/ 1.0 FLEX MEC.,4142,KIA MOTORS,31
2012 Gasolina,2012-1,PICANTO EX 1.1/1.0/ 1.0 FLEX MEC.,4142,KIA MOTORS,31
2011 Gasolina,2011-1,PICANTO EX 1.1/1.0/ 1.0 FLEX MEC.,4142,KIA MOTORS,31
2010 Gasolina,2010-1,PICANTO EX 1.1/1.0/ 1.0 FLEX MEC.,4142,KIA MOTORS,31
2009 Gasolina,2009-1,PICANTO EX 1.1/1.0/ 1.0 FLEX MEC.,4142,KIA MOTORS,31
2008 Gasolina,2008-1,PICANTO EX 1.1/1.0/ 1.0 FLEX MEC.,4142,KIA MOTORS,31
2007 Gasolina,2007-1,PICANTO EX 1.1/1.0/ 1.0 FLEX MEC.,4142,KIA MOTORS,31
2006 Gasolina,2006-1,PICANTO EX 1.1/1.0/ 1.0 FLEX MEC.,4142,KIA MOTORS,31
1995 Gasolina,1995-1,SEPHIA GTX 1.6,1414,KIA MOTORS,31
1995 Gasolina,1995-1,SEPHIA SLX,1417,KIA MOTORS,31
1994 Gasolina,1994-1,SEPHIA SLX,1417,KIA MOTORS,31
1993 Gasolina,1993-1,SEPHIA SLX,1417,KIA MOTORS,31
2020 Gasolina,2020-1,SORENTO 2.4 16V 4X2 AUT.,5249,KIA MOTORS,31
2019 Gasolina,2019-1,SORENTO 2.4 16V 4X2 AUT.,5249,KIA MOTORS,31
2018 Gasolina,2018-1,SORENTO 2.4 16V 4X2 AUT.,5249,KIA MOTORS,31
2015 Gasolina,2015-1,SORENTO 2.4 16V 4X2 AUT.,5249,KIA MOTORS,31
2014 Gasolina,2014-1,SORENTO 2.4 16V 4X2 AUT.,5249,KIA MOTORS,31
2013 Gasolina,2013-1,SORENTO 2.4 16V 4X2 AUT.,5249,KIA MOTORS,31
2012 Gasolina,2012-1,SORENTO 2.4 16V 4X2 AUT.,5249,KIA MOTORS,31
2011 Gasolina,2011-1,SORENTO 2.4 16V 4X2 AUT.,5249,KIA MOTORS,31
2019 Gasolina,2019-1,SOUL 1.6/ 1.6 16V FLEX AUT.,4977,KIA MOTORS,31
2018 Gasolina,2018-1,SOUL 1.6/ 1.6 16V FLEX AUT.,4977,KIA MOTORS,31
2017 Gasolina,2017-1,SOUL 1.6/ 1.6 16V FLEX AUT.,4977,KIA MOTORS,31
2016 Gasolina,2016-1,SOUL 1.6/ 1.6 16V FLEX AUT.,4977,KIA MOTORS,31
2015 Gasolina,2015-1,SOUL 1.6/ 1.6 16V FLEX AUT.,4977,KIA MOTORS,31
2014 Gasolina,2014-1,SOUL 1.6/ 1.6 16V FLEX AUT.,4977,KIA MOTORS,31
2013 Gasolina,2013-1,SOUL 1.6/ 1.6 16V FLEX AUT.,4977,KIA MOTORS,31
2012 Gasolina,2012-1,SOUL 1.6/ 1.6 16V FLEX AUT.,4977,KIA MOTORS,31
2011 Gasolina,2011-1,SOUL 1.6/ 1.6 16V FLEX AUT.,4977,KIA MOTORS,31
2010 Gasolina,2010-1,SOUL 1.6/ 1.6 16V FLEX AUT.,4977,KIA MOTORS,31
2014 Gasolina,2014-1,SOUL 1.6/ 1.6 16V FLEX MEC.,4978,KIA MOTORS,31
2013 Gasolina,2013-1,SOUL 1.6/ 1.6 16V FLEX MEC.,4978,KIA MOTORS,31
2012 Gasolina,2012-1,SOUL 1.6/ 1.6 16V FLEX MEC.,4978,KIA MOTORS,31
2011 Gasolina,2011-1,SOUL 1.6/ 1.6 16V FLEX MEC.,4978,KIA MOTORS,31
2010 Gasolina,2010-1,SOUL 1.6/ 1.6 16V FLEX MEC.,4978,KIA MOTORS,31
2009 Gasolina,2009-1,SOUL 1.6/ 1.6 16V FLEX MEC.,4978,KIA MOTORS,31
2012 Gasolina,2012-1,SPORTAGE EX 2.0 16V MEC.,4477,KIA MOTORS,31
2011 Gasolina,2011-1,SPORTAGE EX 2.0 16V MEC.,4477,KIA MOTORS,31
2010 Gasolina,2010-1,SPORTAGE EX 2.0 16V MEC.,4477,KIA MOTORS,31
2009 Gasolina,2009-1,SPORTAGE EX 2.0 16V MEC.,4477,KIA MOTORS,31
2008 Gasolina,2008-1,SPORTAGE EX 2.0 16V MEC.,4477,KIA MOTORS,31
32000 Gasolina,32000-1,SPORTAGE EX 2.0 16V/ 2.0 16V FLEX AUT.,5418,KIA MOTORS,31
2022 Gasolina,2022-1,SPORTAGE EX 2.0 16V/ 2.0 16V FLEX AUT.,5418,KIA MOTORS,31
2021 Gasolina,2021-1,SPORTAGE EX 2.0 16V/ 2.0 16V FLEX AUT.,5418,KIA MOTORS,31
2020 Gasolina,2020-1,SPORTAGE EX 2.0 16V/ 2.0 16V FLEX AUT.,5418,KIA MOTORS,31
2019 Gasolina,2019-1,SPORTAGE EX 2.0 16V/ 2.0 16V FLEX AUT.,5418,KIA MOTORS,31
2018 Gasolina,2018-1,SPORTAGE EX 2.0 16V/ 2.0 16V FLEX AUT.,5418,KIA MOTORS,31
2017 Gasolina,2017-1,SPORTAGE EX 2.0 16V/ 2.0 16V FLEX AUT.,5418,KIA MOTORS,31
2016 Gasolina,2016-1,SPORTAGE EX 2.0 16V/ 2.0 16V FLEX AUT.,5418,KIA MOTORS,31
2015 Gasolina,2015-1,SPORTAGE EX 2.0 16V/ 2.0 16V FLEX AUT.,5418,KIA MOTORS,31
2014 Gasolina,2014-1,SPORTAGE EX 2.0 16V/ 2.0 16V FLEX AUT.,5418,KIA MOTORS,31
2013 Gasolina,2013-1,SPORTAGE EX 2.0 16V/ 2.0 16V FLEX AUT.,5418,KIA MOTORS,31
2012 Gasolina,2012-1,SPORTAGE EX 2.0 16V/ 2.0 16V FLEX AUT.,5418,KIA MOTORS,31
2011 Gasolina,2011-1,SPORTAGE EX 2.0 16V/ 2.0 16V FLEX AUT.,5418,KIA MOTORS,31
2010 Gasolina,2010-1,SPORTAGE EX 2.0 16V/ 2.0 16V FLEX AUT.,5418,KIA MOTORS,31
2009 Gasolina,2009-1,SPORTAGE EX 2.0 16V/ 2.0 16V FLEX AUT.,5418,KIA MOTORS,31
2008 Gasolina,2008-1,SPORTAGE EX 2.0 16V/ 2.0 16V FLEX AUT.,5418,KIA MOTORS,31
2010 Gasolina,2010-1,SPORTAGE LX 2.0 16V 142CV 5P,1434,KIA MOTORS,31
2009 Gasolina,2009-1,SPORTAGE LX 2.0 16V 142CV 5P,1434,KIA MOTORS,31
2008 Gasolina,2008-1,SPORTAGE LX 2.0 16V 142CV 5P,1434,KIA MOTORS,31
2007 Gasolina,2007-1,SPORTAGE LX 2.0 16V 142CV 5P,1434,KIA MOTORS,31
2006 Gasolina,2006-1,SPORTAGE LX 2.0 16V 142CV 5P,1434,KIA MOTORS,31
2005 Gasolina,2005-1,SPORTAGE LX 2.0 16V 142CV 5P,1434,KIA MOTORS,31
2003 Gasolina,2003-1,SPORTAGE LX 2.0 16V 142CV 5P,1434,KIA MOTORS,31
32000 Gasolina,32000-1,SPORTAGE LX 2.0 16V/ 2.0 16V FLEX  AUT.,5419,KIA MOTORS,31
2021 Gasolina,2021-1,SPORTAGE LX 2.0 16V/ 2.0 16V FLEX  AUT.,5419,KIA MOTORS,31
2020 Gasolina,2020-1,SPORTAGE LX 2.0 16V/ 2.0 16V FLEX  AUT.,5419,KIA MOTORS,31
2019 Gasolina,2019-1,SPORTAGE LX 2.0 16V/ 2.0 16V FLEX  AUT.,5419,KIA MOTORS,31
2018 Gasolina,2018-1,SPORTAGE LX 2.0 16V/ 2.0 16V FLEX  AUT.,5419,KIA MOTORS,31
2017 Gasolina,2017-1,SPORTAGE LX 2.0 16V/ 2.0 16V FLEX  AUT.,5419,KIA MOTORS,31
2016 Gasolina,2016-1,SPORTAGE LX 2.0 16V/ 2.0 16V FLEX  AUT.,5419,KIA MOTORS,31
2015 Gasolina,2015-1,SPORTAGE LX 2.0 16V/ 2.0 16V FLEX  AUT.,5419,KIA MOTORS,31
2014 Gasolina,2014-1,SPORTAGE LX 2.0 16V/ 2.0 16V FLEX  AUT.,5419,KIA MOTORS,31
2013 Gasolina,2013-1,SPORTAGE LX 2.0 16V/ 2.0 16V FLEX  AUT.,5419,KIA MOTORS,31
2012 Gasolina,2012-1,SPORTAGE LX 2.0 16V/ 2.0 16V FLEX  AUT.,5419,KIA MOTORS,31
2011 Gasolina,2011-1,SPORTAGE LX 2.0 16V/ 2.0 16V FLEX  AUT.,5419,KIA MOTORS,31
2014 Gasolina,2014-1,SPORTAGE LX 2.0 16V/ 2.0 16V FLEX MEC.,5420,KIA MOTORS,31
2013 Gasolina,2013-1,SPORTAGE LX 2.0 16V/ 2.0 16V FLEX MEC.,5420,KIA MOTORS,31
2012 Gasolina,2012-1,SPORTAGE LX 2.0 16V/ 2.0 16V FLEX MEC.,5420,KIA MOTORS,31
2011 Gasolina,2011-1,SPORTAGE LX 2.0 16V/ 2.0 16V FLEX MEC.,5420,KIA MOTORS,31
2004 Diesel,2004-3,DEFENDER 90 TDI SW DIESEL,1457,LAND ROVER,33
2003 Diesel,2003-3,DEFENDER 90 TDI SW DIESEL,1457,LAND ROVER,33
2002 Diesel,2002-3,DEFENDER 90 TDI SW DIESEL,1457,LAND ROVER,33
2001 Diesel,2001-3,DEFENDER 90 TDI SW DIESEL,1457,LAND ROVER,33
2000 Diesel,2000-3,DEFENDER 90 TDI SW DIESEL,1457,LAND ROVER,33
1999 Diesel,1999-3,DEFENDER 90 TDI SW DIESEL,1457,LAND ROVER,33
1998 Diesel,1998-3,DEFENDER 90 TDI SW DIESEL,1457,LAND ROVER,33
1997 Diesel,1997-3,DEFENDER 90 TDI SW DIESEL,1457,LAND ROVER,33
1996 Diesel,1996-3,DEFENDER 90 TDI SW DIESEL,1457,LAND ROVER,33
1995 Diesel,1995-3,DEFENDER 90 TDI SW DIESEL,1457,LAND ROVER,33
2018 Gasolina,2018-1,DISCOVERY S 3.0 V6 4X4 AUT.,8410,LAND ROVER,33
2019 Diesel,2019-3,DISCOVERY SPORT HSE 2.0 4X4 DIESEL AUT.,7796,LAND ROVER,33
2018 Diesel,2018-3,DISCOVERY SPORT HSE 2.0 4X4 DIESEL AUT.,7796,LAND ROVER,33
2017 Diesel,2017-3,DISCOVERY SPORT HSE 2.0 4X4 DIESEL AUT.,7796,LAND ROVER,33
2016 Diesel,2016-3,DISCOVERY SPORT HSE 2.0 4X4 DIESEL AUT.,7796,LAND ROVER,33
32000 Diesel,32000-3,DISCOVERY SPORT S 2.0 4X4 MHEV DIES. AUT,9827,LAND ROVER,33
2022 Diesel,2022-3,DISCOVERY SPORT S 2.0 4X4 MHEV DIES. AUT,9827,LAND ROVER,33
2021 Diesel,2021-3,DISCOVERY SPORT S 2.0 4X4 MHEV DIES. AUT,9827,LAND ROVER,33
2020 Diesel,2020-3,DISCOVERY SPORT S 2.0 4X4 MHEV DIES. AUT,9827,LAND ROVER,33
2016 Diesel,2016-3,DISCOVERY SPORT SE 2.2 4X4 DIESEL AUT.,7393,LAND ROVER,33
2016 Diesel,2016-3,DISCOVERY4 HSE 3.0 4X4 TDV6/SDV6 DIE.AUT,5142,LAND ROVER,33
2015 Diesel,2015-3,DISCOVERY4 HSE 3.0 4X4 TDV6/SDV6 DIE.AUT,5142,LAND ROVER,33
2014 Diesel,2014-3,DISCOVERY4 HSE 3.0 4X4 TDV6/SDV6 DIE.AUT,5142,LAND ROVER,33
2013 Diesel,2013-3,DISCOVERY4 HSE 3.0 4X4 TDV6/SDV6 DIE.AUT,5142,LAND ROVER,33
2012 Diesel,2012-3,DISCOVERY4 HSE 3.0 4X4 TDV6/SDV6 DIE.AUT,5142,LAND ROVER,33
2011 Diesel,2011-3,DISCOVERY4 HSE 3.0 4X4 TDV6/SDV6 DIE.AUT,5142,LAND ROVER,33
2010 Diesel,2010-3,DISCOVERY4 HSE 3.0 4X4 TDV6/SDV6 DIE.AUT,5142,LAND ROVER,33
2016 Diesel,2016-3,DISCOVERY4 S 3.0 4X4 TDV6 DIESEL AUT.,5899,LAND ROVER,33
2015 Diesel,2015-3,DISCOVERY4 S 3.0 4X4 TDV6 DIESEL AUT.,5899,LAND ROVER,33
2014 Diesel,2014-3,DISCOVERY4 S 3.0 4X4 TDV6 DIESEL AUT.,5899,LAND ROVER,33
2013 Diesel,2013-3,DISCOVERY4 S 3.0 4X4 TDV6 DIESEL AUT.,5899,LAND ROVER,33
2012 Diesel,2012-3,DISCOVERY4 S 3.0 4X4 TDV6 DIESEL AUT.,5899,LAND ROVER,33
2016 Diesel,2016-3,DISCOVERY4 SE 3.0 4X4 TDV6/SDV6 DIE.AUT.,5144,LAND ROVER,33
2015 Diesel,2015-3,DISCOVERY4 SE 3.0 4X4 TDV6/SDV6 DIE.AUT.,5144,LAND ROVER,33
2014 Diesel,2014-3,DISCOVERY4 SE 3.0 4X4 TDV6/SDV6 DIE.AUT.,5144,LAND ROVER,33
2013 Diesel,2013-3,DISCOVERY4 SE 3.0 4X4 TDV6/SDV6 DIE.AUT.,5144,LAND ROVER,33
2012 Diesel,2012-3,DISCOVERY4 SE 3.0 4X4 TDV6/SDV6 DIE.AUT.,5144,LAND ROVER,33
2011 Diesel,2011-3,DISCOVERY4 SE 3.0 4X4 TDV6/SDV6 DIE.AUT.,5144,LAND ROVER,33
2010 Diesel,2010-3,DISCOVERY4 SE 3.0 4X4 TDV6/SDV6 DIE.AUT.,5144,LAND ROVER,33
2015 Diesel,2015-3,FREELANDER2 S 2.2 SD4 190CV T.DIESEL,5558,LAND ROVER,33
2014 Diesel,2014-3,FREELANDER2 S 2.2 SD4 190CV T.DIESEL,5558,LAND ROVER,33
2013 Diesel,2013-3,FREELANDER2 S 2.2 SD4 190CV T.DIESEL,5558,LAND ROVER,33
2012 Diesel,2012-3,FREELANDER2 S 2.2 SD4 190CV T.DIESEL,5558,LAND ROVER,33
2011 Diesel,2011-3,FREELANDER2 S 2.2 SD4 190CV T.DIESEL,5558,LAND ROVER,33
2020 Diesel,2020-3,RANGE R. SPORT HSE DYNA. 3.0 SDV6 DIES.,8459,LAND ROVER,33
2019 Diesel,2019-3,RANGE R. SPORT HSE DYNA. 3.0 SDV6 DIES.,8459,LAND ROVER,33
2018 Diesel,2018-3,RANGE R. SPORT HSE DYNA. 3.0 SDV6 DIES.,8459,LAND ROVER,33
2017 Diesel,2017-3,RANGE R. SPORT HSE DYNA. 3.0 SDV6 DIES.,8459,LAND ROVER,33
2018 Gasolina,2018-1,RANGE R. VELAR 3.0 4X4 V6 380CV AUT.,8086,LAND ROVER,33
2018 Gasolina,2018-1,RANGE R. VELAR R-DYN. HSE 2.0 4X4 TB AUT,8092,LAND ROVER,33
2020 Gasolina,2020-1,RANGE R. VELAR R-DYN. HSE 3.0 4X4 V6 AUT,8093,LAND ROVER,33
2019 Gasolina,2019-1,RANGE R. VELAR R-DYN. HSE 3.0 4X4 V6 AUT,8093,LAND ROVER,33
2018 Gasolina,2018-1,RANGE R. VELAR R-DYN. HSE 3.0 4X4 V6 AUT,8093,LAND ROVER,33
2019 Gasolina,2019-1,RANGE R. VELAR R-DYN. SE 3.0 4X4 V6 AUT.,8096,LAND ROVER,33
2018 Gasolina,2018-1,RANGE R. VELAR R-DYN. SE 3.0 4X4 V6 AUT.,8096,LAND ROVER,33
2018 Gasolina,2018-1,RANGE R. VELAR S 3.0 4X4 V6 380CV AUT.,8099,LAND ROVER,33
2017 Gasolina,2017-1,RANGE R. VOGUE AUTOB. SUPERCHAR. 5.0 V8,6391,LAND ROVER,33
2016 Gasolina,2016-1,RANGE R. VOGUE AUTOB. SUPERCHAR. 5.0 V8,6391,LAND ROVER,33
2015 Gasolina,2015-1,RANGE R. VOGUE AUTOB. SUPERCHAR. 5.0 V8,6391,LAND ROVER,33
2014 Gasolina,2014-1,RANGE R. VOGUE AUTOB. SUPERCHAR. 5.0 V8,6391,LAND ROVER,33
2013 Gasolina,2013-1,RANGE R. VOGUE AUTOB. SUPERCHAR. 5.0 V8,6391,LAND ROVER,33
2015 Gasolina,2015-1,RANGE R.EVO DYNAMIC. BLACK 2.0 AUT. 5P,7354,LAND ROVER,33
2013 Gasolina,2013-1,RANGE R.EVOQUE ONE SICILIAN 2.0 AUT. 5P,6697,LAND ROVER,33
2015 Gasolina,2015-1,RANGE R.EVOQUE PURE  2.0 AUT. 5P,5705,LAND ROVER,33
2014 Gasolina,2014-1,RANGE R.EVOQUE PURE  2.0 AUT. 5P,5705,LAND ROVER,33
2013 Gasolina,2013-1,RANGE R.EVOQUE PURE  2.0 AUT. 5P,5705,LAND ROVER,33
2012 Gasolina,2012-1,RANGE R.EVOQUE PURE  2.0 AUT. 5P,5705,LAND ROVER,33
2013 Gasolina,2013-1,RANGE R.EVOQUE PURE 2.0 AUT. 3P,5706,LAND ROVER,33
2012 Gasolina,2012-1,RANGE R.EVOQUE PURE 2.0 AUT. 3P,5706,LAND ROVER,33
32000 Gasolina,32000-1,RANGE R.EVOQUE SI4 SE 2.0 AUT.5P/FLEX,7375,LAND ROVER,33
2022 Gasolina,2022-1,RANGE R.EVOQUE SI4 SE 2.0 AUT.5P/FLEX,7375,LAND ROVER,33
2019 Gasolina,2019-1,RANGE R.EVOQUE SI4 SE 2.0 AUT.5P/FLEX,7375,LAND ROVER,33
2018 Gasolina,2018-1,RANGE R.EVOQUE SI4 SE 2.0 AUT.5P/FLEX,7375,LAND ROVER,33
2017 Gasolina,2017-1,RANGE R.EVOQUE SI4 SE 2.0 AUT.5P/FLEX,7375,LAND ROVER,33
2016 Gasolina,2016-1,RANGE R.EVOQUE SI4 SE 2.0 AUT.5P/FLEX,7375,LAND ROVER,33
32000 Diesel,32000-3,RANGE R.SPORT SE 3.0 4X4 I6 MHEV TB DIE.,9771,LAND ROVER,33
2022 Diesel,2022-3,RANGE R.SPORT SE 3.0 4X4 I6 MHEV TB DIE.,9771,LAND ROVER,33
2021 Diesel,2021-3,RANGE R.SPORT SE 3.0 4X4 I6 MHEV TB DIE.,9771,LAND ROVER,33
2011 Diesel,2011-3,RANGE ROVER SPORT 3.6 TDV8 272CV DIESEL,4385,LAND ROVER,33
2010 Diesel,2010-3,RANGE ROVER SPORT 3.6 TDV8 272CV DIESEL,4385,LAND ROVER,33
2009 Diesel,2009-3,RANGE ROVER SPORT 3.6 TDV8 272CV DIESEL,4385,LAND ROVER,33
2008 Diesel,2008-3,RANGE ROVER SPORT 3.6 TDV8 272CV DIESEL,4385,LAND ROVER,33
2007 Diesel,2007-3,RANGE ROVER SPORT 3.6 TDV8 272CV DIESEL,4385,LAND ROVER,33
2018 Gasolina,2018-1,ES-350 3.5 24V 284CV,4260,LEXUS,34
2017 Gasolina,2017-1,ES-350 3.5 24V 284CV,4260,LEXUS,34
2016 Gasolina,2016-1,ES-350 3.5 24V 284CV,4260,LEXUS,34
2015 Gasolina,2015-1,ES-350 3.5 24V 284CV,4260,LEXUS,34
2014 Gasolina,2014-1,ES-350 3.5 24V 284CV,4260,LEXUS,34
2013 Gasolina,2013-1,ES-350 3.5 24V 284CV,4260,LEXUS,34
2012 Gasolina,2012-1,ES-350 3.5 24V 284CV,4260,LEXUS,34
2011 Gasolina,2011-1,ES-350 3.5 24V 284CV,4260,LEXUS,34
2010 Gasolina,2010-1,ES-350 3.5 24V 284CV,4260,LEXUS,34
2009 Gasolina,2009-1,ES-350 3.5 24V 284CV,4260,LEXUS,34
2008 Gasolina,2008-1,ES-350 3.5 24V 284CV,4260,LEXUS,34
2007 Gasolina,2007-1,ES-350 3.5 24V 284CV,4260,LEXUS,34
2006 Gasolina,2006-1,ES-350 3.5 24V 284CV,4260,LEXUS,34
2019 Gasolina,2019-1,RX-350 F-SPORT 3.5 24V AUT.,6299,LEXUS,34
2018 Gasolina,2018-1,RX-350 F-SPORT 3.5 24V AUT.,6299,LEXUS,34
2017 Gasolina,2017-1,RX-350 F-SPORT 3.5 24V AUT.,6299,LEXUS,34
2016 Gasolina,2016-1,RX-350 F-SPORT 3.5 24V AUT.,6299,LEXUS,34
2015 Gasolina,2015-1,RX-350 F-SPORT 3.5 24V AUT.,6299,LEXUS,34
2014 Gasolina,2014-1,RX-350 F-SPORT 3.5 24V AUT.,6299,LEXUS,34
2013 Gasolina,2013-1,RX-350 F-SPORT 3.5 24V AUT.,6299,LEXUS,34
2019 Gasolina,2019-1,530 TALENT 1.5 16V 103CV 4P,7038,LIFAN,168
2018 Gasolina,2018-1,530 TALENT 1.5 16V 103CV 4P,7038,LIFAN,168
2016 Gasolina,2016-1,530 TALENT 1.5 16V 103CV 4P,7038,LIFAN,168
2015 Gasolina,2015-1,530 TALENT 1.5 16V 103CV 4P,7038,LIFAN,168
32000 Gasolina,32000-1,X60 1.8 16V 128CV 5P MEC.,6467,LIFAN,168
2019 Gasolina,2019-1,X60 1.8 16V 128CV 5P MEC.,6467,LIFAN,168
2018 Gasolina,2018-1,X60 1.8 16V 128CV 5P MEC.,6467,LIFAN,168
2016 Gasolina,2016-1,X60 1.8 16V 128CV 5P MEC.,6467,LIFAN,168
2015 Gasolina,2015-1,X60 1.8 16V 128CV 5P MEC.,6467,LIFAN,168
2014 Gasolina,2014-1,X60 1.8 16V 128CV 5P MEC.,6467,LIFAN,168
2013 Gasolina,2013-1,X60 1.8 16V 128CV 5P MEC.,6467,LIFAN,168
32000 Gasolina,32000-1,X80 VIP 2.0 TURBO 184CV 5P AUT.,8414,LIFAN,168
2019 Gasolina,2019-1,X80 VIP 2.0 TURBO 184CV 5P AUT.,8414,LIFAN,168
